date_added,week,category,consolidated_title,weekly_rank,cumulative_weeks_in_top_10,weekly_hours_viewed,imdb_rating,runtime
17-05-2022,15-05-2022,Films (English),Marmaduke,3,2,15030000.0,4.3,88
05-04-2022,03-04-2022,TV (English),Vikings: Valhalla: Season 1,9,5,10050000.0,6.3,60
14-06-2022,12-06-2022,Films (Non-English),The Perfect Family,8,5,1870000.0,7.0,125
24-05-2022,22-05-2022,Films (English),Borrego,10,1,5013000.0,5.5,102
03-05-2022,01-05-2022,Films (Non-English),The Turning Point,4,2,3060000.0,7.7,125
03-05-2022,01-05-2022,Films (English),The Adam Project,8,8,5660000.0,7.0,106
12-04-2022,10-04-2022,Films (Non-English),Yaksha: Ruthless Operations,3,1,12540000.0,6.2,125
19-04-2022,17-04-2022,TV (Non-English),Café con aroma de mujer: Season 1,5,16,11350000.0,7.6,45
31-05-2022,29-05-2022,TV (Non-English),Welcome to Eden: Season 1,4,4,14340000.0,7.0,60
28-06-2022,26-06-2022,TV (English),You Don't Know Me: Season 1,8,1,21910000.0,6.9,60
07-06-2022,05-06-2022,TV (Non-English),Welcome to Eden: Season 1,8,5,9030000.0,7.0,60
07-06-2022,05-06-2022,TV (English),Stranger Things 4,1,2,335010000.0,8.7,51
12-04-2022,10-04-2022,TV (Non-English),Pedro el escamoso: Season 1,9,1,6890000.0,7.5,60
21-06-2022,19-06-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",4,27,11480000.0,8.2,30
05-04-2022,03-04-2022,Films (Non-English),83,8,2,3120000.0,7.0,125
28-06-2022,26-06-2022,Films (English),Halftime,9,2,8370000.0,6.5,95
24-05-2022,22-05-2022,TV (Non-English),Our Blues: Season 1,8,4,11638550.0,8.3,60
21-06-2022,19-06-2022,TV (English),First Kill: Season 1,3,2,48770000.0,5.0,97
21-06-2022,19-06-2022,TV (English),Stranger Things,6,5,35880000.0,8.7,51
14-06-2022,12-06-2022,TV (English),Surviving Summer: Season 1,10,1,20300000.0,6.3,30
03-05-2022,01-05-2022,Films (English),The In Between,7,4,6050000.0,5.8,115
26-04-2022,24-04-2022,Films (Non-English),The Taming of the Shrewd,1,2,9330000.0,7.0,125
19-04-2022,17-04-2022,Films (Non-English),The Taming of the Shrewd,2,1,17020000.0,7.0,125
31-05-2022,29-05-2022,TV (English),Stranger Things 2,5,1,22210000.0,8.7,51
07-06-2022,05-06-2022,TV (Non-English),My Liberation Notes: Season 1,3,3,14240000.0,7.0,60
19-04-2022,17-04-2022,TV (English),Bridgerton: Season 1,4,4,23300000.0,7.3,60
31-05-2022,29-05-2022,Films (Non-English),The Takedown,4,4,6090000.0,7.0,125
12-04-2022,10-04-2022,Films (English),The Adam Project,2,5,10900000.0,7.0,106
07-06-2022,05-06-2022,Films (Non-English),4 Kings,10,1,1920000.0,6.5,139
31-05-2022,29-05-2022,Films (English),Our Father,9,3,5150000.0,5.5,96
05-04-2022,03-04-2022,Films (English),Escape Room,10,1,6140000.0,6.4,99
12-04-2022,10-04-2022,TV (English),Bridgerton: Season 2,1,3,115750000.0,7.3,60
05-04-2022,03-04-2022,TV (English),Taboo: Season 1,10,2,8310000.0,8.4,59
28-06-2022,26-06-2022,TV (Non-English),SPRIGGAN: Season 1,9,1,9120000.0,7.0,60
05-04-2022,03-04-2022,Films (Non-English),In Good Hands,3,2,10810000.0,7.0,125
24-05-2022,22-05-2022,Films (English),365 Days: This Day,9,4,8902450.0,2.5,111
26-04-2022,24-04-2022,TV (English),Bridgerton: Season 2,2,5,46130000.0,7.3,60
14-06-2022,12-06-2022,Films (English),Hustle,1,1,84580000.0,7.9,106
26-04-2022,24-04-2022,TV (English),Heartstopper: Season 1,7,1,14550000.0,6.4,85
10-05-2022,08-05-2022,Films (Non-English),Gangubai Kathiawadi,3,2,8320000.0,7.0,152
07-06-2022,05-06-2022,Films (English),Senior Year,4,4,13260000.0,5.5,111
17-05-2022,15-05-2022,Films (Non-English),Thar,6,2,4270000.0,6.1,108
05-04-2022,03-04-2022,Films (English),Trust No One: The Hunt for the Crypto King,3,1,12070000.0,7.0,106
10-05-2022,08-05-2022,TV (English),Meltdown: Three Mile Island: Season 1,10,1,10850000.0,6.9,172
03-05-2022,01-05-2022,TV (Non-English),Business Proposal: Season 1,3,8,19500000.0,8.8,60
31-05-2022,29-05-2022,TV (Non-English),Who Killed Sara?: Season 3,2,2,31840000.0,6.5,60
05-04-2022,03-04-2022,Films (Non-English),All Hail,1,1,24280000.0,7.0,125
28-06-2022,26-06-2022,TV (English),Stranger Things 2,4,5,31190000.0,8.7,51
03-05-2022,01-05-2022,TV (Non-English),The Marked Heart: Season 1,1,2,85260000.0,7.0,60
26-04-2022,24-04-2022,TV (English),Anatomy of a Scandal: Limited Series,1,2,75560000.0,7.0,268
14-06-2022,12-06-2022,Films (English),Rambo: Last Blood,8,1,6530000.0,7.0,106
05-04-2022,03-04-2022,TV (English),The Last Kingdom: Season 5,5,4,19110000.0,8.4,60
19-04-2022,17-04-2022,TV (English),The Ultimatum: Marry or Move On: Season 1,2,2,58470000.0,5.4,60
07-06-2022,05-06-2022,Films (Non-English),Toscana,2,3,5540000.0,5.8,90
17-05-2022,15-05-2022,Films (English),Den of Thieves,9,1,5420000.0,7.0,140
17-05-2022,15-05-2022,TV (English),Bling Empire: Season 2,8,1,10750000.0,5.9,38
10-05-2022,08-05-2022,Films (English),Along for the Ride,4,1,10840000.0,6.4,106
17-05-2022,15-05-2022,Films (English),U.S. Marshals,8,2,5520000.0,6.6,131
05-04-2022,03-04-2022,Films (English),Gemini Man,8,3,7000000.0,5.7,117
17-05-2022,15-05-2022,Films (English),Sonic the Hedgehog,6,3,12290000.0,6.5,99
14-06-2022,12-06-2022,Films (Non-English),El paseo 6,2,1,5000000.0,7.0,125
12-04-2022,10-04-2022,TV (Non-English),All of Us Are Dead: Season 1,8,11,8130000.0,7.6,60
17-05-2022,15-05-2022,TV (Non-English),Clark: Season 1,5,1,10480000.0,7.4,362
26-04-2022,24-04-2022,Films (Non-English),Through My Window,6,11,2200000.0,5.5,116
28-06-2022,26-06-2022,TV (Non-English),Café con aroma de mujer: Season 1,5,19,10820000.0,7.6,45
14-06-2022,12-06-2022,Films (English),Interceptor,2,2,40700000.0,7.0,106
31-05-2022,29-05-2022,Films (English),Sonic the Hedgehog,5,5,8910000.0,6.5,99
21-06-2022,19-06-2022,Films (English),Spiderhead,2,1,35400000.0,5.4,106
26-04-2022,24-04-2022,Films (Non-English),Yaksha: Ruthless Operations,3,3,5080000.0,6.2,125
07-06-2022,05-06-2022,Films (Non-English),F*ck Love Too,3,3,4780000.0,7.0,125
12-04-2022,10-04-2022,TV (Non-English),Forecasting Love and Weather: Season 1,4,7,14830000.0,7.8,60
12-04-2022,10-04-2022,Films (Non-English),In Good Hands,8,3,4010000.0,7.0,125
31-05-2022,29-05-2022,Films (English),A Perfect Pairing,1,2,32630000.0,6.1,101
07-06-2022,05-06-2022,TV (English),The Blacklist: Season 8,10,1,8710000.0,8.0,43
07-06-2022,05-06-2022,Films (Non-English),The Perfect Family,5,4,3040000.0,7.0,125
28-06-2022,26-06-2022,TV (English),Man Vs Bee: Season 1,10,1,18210000.0,7.0,60
26-04-2022,24-04-2022,Films (English),White Hot: The Rise & Fall of Abercrombie & Fitch,3,1,9920000.0,5.7,88
19-04-2022,17-04-2022,TV (Non-English),Elite: Season 5,1,2,67390000.0,7.4,60
10-05-2022,08-05-2022,Films (Non-English),Rumspringa - An Amish in Berlin,5,1,6170000.0,7.0,125
05-04-2022,03-04-2022,TV (Non-English),Forecasting Love and Weather: Season 1,4,6,15020000.0,7.8,60
14-06-2022,12-06-2022,TV (English),Peaky Blinders: Season 6,5,1,45710000.0,8.8,60
14-06-2022,12-06-2022,TV (English),Stranger Things 4,1,3,159240000.0,8.7,51
26-04-2022,24-04-2022,TV (Non-English),Twenty Five Twenty One: Season 1,7,9,11340000.0,8.9,70
24-05-2022,22-05-2022,TV (Non-English),Business Proposal: Season 1,6,11,17994850.0,8.8,60
05-04-2022,03-04-2022,TV (English),Top Boy: Season 2,6,3,16490000.0,8.0,60
03-05-2022,01-05-2022,TV (Non-English),Our Blues: Season 1,10,1,9090000.0,8.3,60
19-04-2022,17-04-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",8,19,10400000.0,8.2,30
26-04-2022,24-04-2022,Films (English),Shrek,9,6,5310000.0,6.6,106
03-05-2022,01-05-2022,TV (English),Heartstopper: Season 1,5,2,23940000.0,6.4,85
10-05-2022,08-05-2022,Films (English),Marmaduke,9,1,7010000.0,4.3,88
19-04-2022,17-04-2022,TV (English),Inventing Anna: Limited Series,6,10,13690000.0,6.9,603
24-05-2022,22-05-2022,Films (Non-English),Gangubai Kathiawadi,4,4,7118825.0,7.0,152
31-05-2022,29-05-2022,TV (English),Bridgerton: Season 2,9,10,11340000.0,7.3,60
03-05-2022,01-05-2022,Films (English),How It Ends,6,4,6640000.0,5.0,113
24-05-2022,22-05-2022,TV (Non-English),Wrong Side of the Tracks: Season 1,3,1,14797075.0,7.0,60
14-06-2022,12-06-2022,Films (English),Mission: Impossible - Ghost Protocol,7,1,6550000.0,7.4,132
17-05-2022,15-05-2022,Films (Non-English),Gangubai Kathiawadi,3,3,12190000.0,7.0,152
14-06-2022,12-06-2022,Films (English),Sonic the Hedgehog,10,7,5510000.0,6.5,99
03-05-2022,01-05-2022,Films (Non-English),A Hard Day,10,1,1260000.0,7.2,111
10-05-2022,08-05-2022,Films (Non-English),Bubble,6,2,4380000.0,7.0,125
14-06-2022,12-06-2022,Films (Non-English),The Takedown,5,6,2230000.0,7.0,125
12-04-2022,10-04-2022,Films (Non-English),Captain Nova,6,2,4610000.0,5.5,86
14-06-2022,12-06-2022,TV (Non-English),Who Killed Sara?: Season 3,10,4,9030000.0,6.5,60
07-06-2022,05-06-2022,TV (English),The Boss Baby: Back in the Crib: Season 1,8,3,10530000.0,6.9,25
21-06-2022,19-06-2022,Films (Non-English),Loca por el trabajo,6,1,3970000.0,7.0,125
05-04-2022,03-04-2022,Films (English),6 Underground,5,3,8730000.0,6.1,128
14-06-2022,12-06-2022,Films (Non-English),Belzebuth,6,1,2060000.0,6.0,114
28-06-2022,26-06-2022,Films (English),Sing 2,5,1,24270000.0,7.4,110
12-04-2022,10-04-2022,Films (Non-English),Black Crab,5,4,4660000.0,7.0,125
31-05-2022,29-05-2022,TV (Non-English),Who Killed Sara?: Season 2,8,1,11770000.0,6.5,60
31-05-2022,29-05-2022,Films (Non-English),The Perfect Family,6,3,4840000.0,7.0,125
28-06-2022,26-06-2022,TV (English),The Umbrella Academy: Season 1,7,1,27230000.0,8.0,60
05-04-2022,03-04-2022,Films (Non-English),Through My Window,10,9,2410000.0,5.5,116
24-05-2022,22-05-2022,Films (Non-English),Jersey,7,1,8320012.0,7.3,170
17-05-2022,15-05-2022,Films (Non-English),Beast,7,1,4050000.0,6.1,125
26-04-2022,24-04-2022,Films (Non-English),Furioza,2,3,6150000.0,6.3,139
19-04-2022,17-04-2022,TV (English),Is It Cake?: Season 1,10,4,11210000.0,5.7,40
31-05-2022,29-05-2022,Films (English),Senior Year,2,3,24560000.0,5.5,111
14-06-2022,12-06-2022,TV (English),The Lincoln Lawyer: Season 1,8,5,27190000.0,7.3,118
10-05-2022,08-05-2022,Films (English),The Gentlemen,5,1,8610000.0,7.8,113
17-05-2022,15-05-2022,TV (English),Bridgerton: Season 2,4,8,16020000.0,7.3,60
24-05-2022,22-05-2022,TV (English),The Circle: Season 4,4,2,20950400.0,5.4,48
24-05-2022,22-05-2022,TV (English),"Love, Death & Robots: Volume 3",6,1,17588332.0,8.4,60
28-06-2022,26-06-2022,Films (English),Spiderhead,2,2,38300000.0,5.4,106
28-06-2022,26-06-2022,TV (Non-English),"Malverde, El Santo Patron",4,3,11590000.0,7.0,60
21-06-2022,19-06-2022,TV (Non-English),Intimacy: Season 1,1,2,30210000.0,7.2,119
10-05-2022,08-05-2022,Films (English),U.S. Marshals,6,1,8080000.0,6.6,131
07-06-2022,05-06-2022,TV (English),Stranger Things 3,4,2,47420000.0,8.7,51
24-05-2022,22-05-2022,TV (Non-English),Welcome to Eden: Season 1,2,3,22754800.0,7.0,60
17-05-2022,15-05-2022,TV (Non-English),The Sound of Magic: Season 1,4,2,16930000.0,7.0,60
10-05-2022,08-05-2022,Films (English),Men in Black: International,8,1,7370000.0,5.6,114
12-04-2022,10-04-2022,TV (Non-English),Café con aroma de mujer: Season 1,5,15,13050000.0,7.6,45
21-06-2022,19-06-2022,Films (Non-English),Don,8,2,2740000.0,7.2,175
26-04-2022,24-04-2022,TV (English),Bridgerton: Season 1,6,5,17280000.0,7.3,60
31-05-2022,29-05-2022,Films (Non-English),Godspeed,8,1,4640000.0,7.0,125
05-04-2022,03-04-2022,TV (English),Top Boy: Season 1,8,2,13200000.0,8.0,60
14-06-2022,12-06-2022,TV (English),Keep Sweet: Pray and Obey: Limited Series,6,1,31140000.0,7.4,192
14-06-2022,12-06-2022,TV (Non-English),My Liberation Notes: Season 1,8,4,10050000.0,7.0,60
10-05-2022,08-05-2022,Films (Non-English),Thar,9,1,3610000.0,6.1,108
21-06-2022,19-06-2022,TV (Non-English),As the Crow Flies: Season 1,9,2,7640000.0,7.0,83
10-05-2022,08-05-2022,TV (Non-English),"Yo soy Betty, la fea: Season 1",9,22,9530000.0,8.2,30
14-06-2022,12-06-2022,TV (Non-English),Intimacy: Season 1,4,1,15900000.0,7.2,119
19-04-2022,17-04-2022,Films (Non-English),Dasvi,6,2,4020000.0,7.5,125
19-04-2022,17-04-2022,TV (Non-English),Forecasting Love and Weather: Season 1,10,8,9410000.0,7.8,60
19-04-2022,17-04-2022,Films (English),Choose or Die,2,1,16000000.0,4.7,84
24-05-2022,22-05-2022,Films (English),Jackass 4.5,6,1,7820321.0,6.6,90
10-05-2022,08-05-2022,TV (Non-English),Elite: Season 5,10,5,9490000.0,7.4,60
14-06-2022,12-06-2022,Films (English),Senior Year,5,5,7220000.0,5.5,111
31-05-2022,29-05-2022,TV (English),The Lincoln Lawyer: Season 1,2,3,64820000.0,7.3,118
12-04-2022,10-04-2022,Films (English),The Bubble,3,2,9950000.0,4.7,126
28-06-2022,26-06-2022,Films (English),Chickenhare and the Hamster of Darkness,6,3,10960000.0,7.0,106
07-06-2022,05-06-2022,Films (English),Memoirs of a Geisha,5,1,10200000.0,7.4,145
12-04-2022,10-04-2022,TV (English),CoComelon: Season 5,10,1,12630000.0,4.7,60
